tier,lemma,crossword_form,length,pos,date,first_year,evidence,formation,band,usage,subject,definition,other_current_oed_forms,oed_homograph_number,url
"4 - unresolved: not marked obsolete, last-quotation year hidden",moon time,MOONTIME,8,noun,1632-,1632,printed date range,compound,0,poetic and literary,sciences/medicine/physiology,The time at which menstruation occurs; a…,0,,http://www.oed.com/dictionary/moon-time_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",mushroom,MUSHROOM,8,verb,1747-,1747,printed date range,conversion,4,,,"intransitive. To increase, develop, or spread rapidly.",1,,http://www.oed.com/dictionary/mushroom_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",navarchy,NAVARCHY,8,noun,1648-,1648,printed date range,borrowing,1,,"history/ancient history/classical history/ancient Greek history, transport/nautical/navy",Ancient Greek History. The office or position of…,0,,http://www.oed.com/dictionary/navarchy_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",neck-full,NECKFULL,8,adjective,1920-,1920,printed date range,compound,0,,,Full up to the neck.,0,,http://www.oed.com/dictionary/neck-full_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",negative,NEGATIVE,8,verb,1706-,1706,printed date range,conversion,4,,,transitive. U.S. To reject (a person proposed for…,2,,http://www.oed.com/dictionary/negative_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",neurally,NEURALLY,8,adverb,1884-,1884,printed date range,derivative,3,,"sciences/medicine/anatomy, sciences/medicine/neurology","By or as regards nerves, the nervous system, or…",0,,http://www.oed.com/dictionary/neurally_adv
"4 - unresolved: not marked obsolete, last-quotation year hidden",news-dick,NEWSDICK,8,noun,a1953-,1953,printed date range,compound,0,,,A newspaper reporter.,0,,http://www.oed.com/dictionary/news-dick_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",newswire,NEWSWIRE,8,noun,1860-,1860,printed date range,compound,3,,"manufacturing and industry/publishing and the book trade/journalism, technology/telecommunications/telegraphy",A telegraph wire via which syndicated news is…,0,,http://www.oed.com/dictionary/newswire_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",nim-nosed,NIMNOSED,8,adjective,1936-,1936,printed date range,compound,0,,,Swift to pick up the scent.,0,,http://www.oed.com/dictionary/nim-nosed_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",ninepins,NINEPINS,8,noun,1580-,1580,printed date range,compound,3,,sport and leisure/sport/bowling,A game in which nine skittles are set up to be…,0,,http://www.oed.com/dictionary/ninepins_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",not-at-all,NOTATALL,8,verb,1936-,1936,printed date range,conversion,2,,,intransitive. To say ‘not at all’. See not at all…,0,,http://www.oed.com/dictionary/not-at-all_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",only-only,ONLYONLY,8,noun,1946-,1946,printed date range,compound,0,,,on one's only-only: alone; on one's own.,0,,http://www.oed.com/dictionary/only-only_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",opsonist,OPSONIST,8,noun,1911-,1911,printed date range,derivative,1,,sciences/medicine,An advocate of the therapeutic use of opsonins.,0,,http://www.oed.com/dictionary/opsonist_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",overhear,OVERHEAR,8,verb,Old English-,1000,printed date range,inherited,5,,,"transitive. To hear (words spoken, a person…",0,,http://www.oed.com/dictionary/overhear_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",overlook,OVERLOOK,8,verb,a1400-,1400,printed date range,derivative,6,,,transitive. To fail to see or observe; to pass…,1,,http://www.oed.com/dictionary/overlook_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",overplot,OVERPLOT,8,noun,1797-,1797,printed date range,derivative,2,,,A plot relating to a higher level than the…,1,,http://www.oed.com/dictionary/overplot_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",pace-goer,PACEGOER,8,noun,1870-,1870,printed date range,compound,0,,,Someone or something capable of ‘going the pace’…,0,,http://www.oed.com/dictionary/pace-goer_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",parsoned,PARSONED,8,adjective,1743-,1743,printed date range,derivative,1,colloquial and slang,,"Of a parish, etc.: provided with a parson. rare.",0,,http://www.oed.com/dictionary/parsoned_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",pastille,PASTILLE,8,verb,1846-,1846,printed date range,conversion,1,,,transitive. To make into a pastille.,1,,http://www.oed.com/dictionary/pastille_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",patience,PATIENCE,8,verb,1596-,1596,printed date range,conversion,2,,,intransitive. To have or exercise patience.,2,,http://www.oed.com/dictionary/patience_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",pectoral,PECTORAL,8,"noun, adjective",1422-,1422,printed date range,borrowing,5,,sciences/medicine,"Short for pectoral muscle, n. Usually in plural.",0,,http://www.oed.com/dictionary/pectoral_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",persuade,PERSUADE,8,verb,c1450-,1450,printed date range,borrowing,6,,,transitive. To urge successfully to do something…,0,,http://www.oed.com/dictionary/persuade_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",pigtaily,PIGTAILY,8,adjective,1858-,1858,printed date range,derivative,0,,,Characteristic or suggestive of the period when…,0,,http://www.oed.com/dictionary/pigtaily_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",pinafore,PINAFORE,8,verb,1843-,1843,printed date range,conversion,3,,crafts and trades/costume,transitive (usually in passive). To dress in a…,1,,http://www.oed.com/dictionary/pinafore_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",pipe vein,PIPEVEIN,8,noun,1653-,1653,printed date range,compound,1,,"manufacturing and industry/mining, sciences/physical sciences/earth sciences/geology",†a. A vein of the body (obsolete (apparently an…,0,,http://www.oed.com/dictionary/pipe-vein_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",post-obit,POSTOBIT,8,"noun, adjective",1751-,1751,printed date range,borrowing,2,,law,Taking effect after someone's death. Esp. in…,0,,http://www.oed.com/dictionary/post-obit_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",pregnant,PREGNANT,8,"adjective, noun",1402-,1402,printed date range,borrowing,6,,,Of a woman or other female mammal: having…,2,yes,http://www.oed.com/dictionary/pregnant_adj1
"4 - unresolved: not marked obsolete, last-quotation year hidden",prejudge,PREJUDGE,8,verb,1531-,1531,printed date range,derivative,4,,,transitive. To pass judgement or pronounce…,0,,http://www.oed.com/dictionary/prejudge_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",quatrain,QUATRAIN,8,noun,1584-,1584,printed date range,borrowing,4,,arts/literature,"A stanza of four lines, esp. one having alternate…",0,,http://www.oed.com/dictionary/quatrain_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",ratsbany,RATSBANY,8,adjective,1937-,1937,printed date range,derivative,0,,,Poisonous.,0,,http://www.oed.com/dictionary/ratsbany_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",ravendom,RAVENDOM,8,noun,1870-,1870,printed date range,derivative,0,,,The community of ravens.,0,,http://www.oed.com/dictionary/ravendom_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",reel-land,REELLAND,8,noun,1926-,1926,printed date range,compound,0,,arts/film,The world of the cinema.,0,,http://www.oed.com/dictionary/reel-land_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",reheater,REHEATER,8,noun,1829-,1829,printed date range,derivative,3,,,An apparatus or device for reheating.,0,,http://www.oed.com/dictionary/reheater_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",ridibund,RIDIBUND,8,adjective,1909-,1909,printed date range,borrowing,0,,,"Inclined to laughter; happy, lively.",0,,http://www.oed.com/dictionary/ridibund_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",right-eye,RIGHTEYE,8,adjective,1675-,1675,printed date range,compound,3,,,Of or relating to the right eye of a person or…,0,,http://www.oed.com/dictionary/right-eye_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",road rash,ROADRASH,8,noun,1892-,1892,printed date range,compound,2,colloquial and slang,sciences/medicine,†a. A ‘rash’ or outbreak of roads in an area…,0,,http://www.oed.com/dictionary/road-rash_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",royalist,ROYALIST,8,"noun, adjective",1605-,1605,printed date range,derivative,5,historical,politics,A supporter or adherent of a monarch or a…,0,,http://www.oed.com/dictionary/royalist_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",salopian,SALOPIAN,8,adjective,1822-,1822,printed date range,derivative,0,,,"Pertaining to the drink saloop (see saloop, n. 2a).",1,yes,http://www.oed.com/dictionary/salopian_adj2
"4 - unresolved: not marked obsolete, last-quotation year hidden",sarcomic,SARCOMIC,8,adjective,1958-,1958,printed date range,derivative,0,,sciences/medicine/pathology,"= cancerous, adj. figurative.",0,,http://www.oed.com/dictionary/sarcomic_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",scarlety,SCARLETY,8,adjective,1840-,1840,printed date range,derivative,1,,,Having a tinge of scarlet.,0,,http://www.oed.com/dictionary/scarlety_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",scouress,SCOURESS,8,noun,1648-,1648,printed date range,derivative,0,,,A female scourer.,0,,http://www.oed.com/dictionary/scouress_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",scowlful,SCOWLFUL,8,adjective,1881-,1881,printed date range,derivative,0,,,Full of or characterized by scowling.,0,,http://www.oed.com/dictionary/scowlful_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",scribble,SCRIBBLE,8,noun,1577-,1577,printed date range,conversion,4,,arts/literature,A quickly or carelessly composed piece of…,2,,http://www.oed.com/dictionary/scribble_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",scuppled,SCUPPLED,8,adjective,1873-,1873,printed date range,derivative,0,,,"Grooved, furrowed.",0,,http://www.oed.com/dictionary/scuppled_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",shaftlet,SHAFTLET,8,noun,1890-,1890,printed date range,derivative,1,,manufacturing and industry/building/architecture,A small shaft or column.,0,,http://www.oed.com/dictionary/shaftlet_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",shapeful,SHAPEFUL,8,adjective,?1615-,1615,printed date range,derivative,1,,,Shapely.,0,,http://www.oed.com/dictionary/shapeful_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",sharking,SHARKING,8,adjective,1608-,1608,printed date range,derivative,3,,,That ‘sharks’; †that oppresses by extortion…,1,,http://www.oed.com/dictionary/sharking_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",shellery,SHELLERY,8,noun,1737-,1737,printed date range,derivative,0,,agriculture and horticulture/horticulture,A depreciatory name for: A grotto.,0,,http://www.oed.com/dictionary/shellery_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",shielded,SHIELDED,8,adjective,Old English-,1000,printed date range,derivative,4,,,technical. Protected by a ‘shield’.,0,,http://www.oed.com/dictionary/shielded_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",shop club,SHOPCLUB,8,noun,a1641-,1641,printed date range,compound,2,,,†a. (Probably) a club or cudgel regarded as the…,0,,http://www.oed.com/dictionary/shop-club_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",sing-sing,SINGSING,8,noun,1659-,1659,printed date range,imitative,2,,,A singing or ringing sound.,2,yes,http://www.oed.com/dictionary/sing-sing_n1
"4 - unresolved: not marked obsolete, last-quotation year hidden",smellsip,SMELLSIP,8,verb,1922-,1922,printed date range,compound,0,,,transitive. To smell and sip almost simultaneously.,0,,http://www.oed.com/dictionary/smellsip_v
"4 - unresolved: not marked obsolete, last-quotation year hidden",smockage,SMOCKAGE,8,noun,1612-,1612,printed date range,derivative,0,,,(See quot. 1612.),0,,http://www.oed.com/dictionary/smockage_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",sonogram,SONOGRAM,8,noun,1869-,1869,printed date range,compound,4,,"sciences/medicine, sciences/physical sciences/physics/acoustics",Frequently in form sonagram. Also with capital…,0,,http://www.oed.com/dictionary/sonogram_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",sootiman,SOOTIMAN,8,noun,1810-,1810,printed date range,compound,0,,,A chimney-sweep.,0,,http://www.oed.com/dictionary/sootiman_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",spadelet,SPADELET,8,noun,1959-,1959,printed date range,derivative,0,offensive,,offensive. A black child.,0,,http://www.oed.com/dictionary/spadelet_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",speak-out,SPEAKOUT,8,"noun, adjective",1935-,1935,printed date range,compound,2,colloquial and slang,,An occasion or event during which people can…,0,,http://www.oed.com/dictionary/speak-out_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",specious,SPECIOUS,8,"adjective, noun",c1390-,1390,printed date range,borrowing,4,,,"Of reasoning, an argument, etc.: apparently sound…",0,,http://www.oed.com/dictionary/specious_adj
"4 - unresolved: not marked obsolete, last-quotation year hidden",spectrey,SPECTREY,8,noun,1822-,1822,printed date range,derivative,0,,,A place of spectres.,0,,http://www.oed.com/dictionary/spectrey_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",spoonery,SPOONERY,8,noun,1824-,1824,printed date range,derivative,0,,,"Foolishness, silliness.",0,,http://www.oed.com/dictionary/spoonery_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",sprigged,SPRIGGED,8,adjective,1572-,1572,printed date range,derivative,3,,crafts and trades/textiles,Embellished or ornamented with a… Bearing a…,1,yes,http://www.oed.com/dictionary/sprigged_adj1
"4 - unresolved: not marked obsolete, last-quotation year hidden",squirina,SQUIRINA,8,noun,1823-,1823,printed date range,derivative,0,,,The daughter of a squire.,0,,http://www.oed.com/dictionary/squirina_n
"4 - unresolved: not marked obsolete, last-quotation year hidden",stagship,STAGSHIP,8,noun,1899-,1899,printed date range,derivative,0,,,"The condition, dignity or state of being a stag.",0,,http://www.oed.com/dictionary/stagship_n
